Assets,Return,Volatility
21 22 28 48 ,7.77,10.6384
21 22 28 49 ,7.4125,12.0932
21 22 28 50 ,7.4425,10.3901
21 22 28 53 ,7.375,10.1576
21 22 28 54 ,7.415,10.8327
21 22 28 55 ,7.4025,11.5361
21 22 28 56 ,7.35,10.2169
21 22 29 45 ,7.8725,10.0119
21 22 29 48 ,7.9125,10.6989
21 22 29 49 ,7.555,12.0251
21 22 29 50 ,7.585,10.4498
21 22 29 53 ,7.5175,10.2052
21 22 29 54 ,7.5575,10.8779
21 22 29 55 ,7.545,11.6216
21 22 29 56 ,7.4925,10.2516
21 22 31 45 ,7.92,10.6806
21 22 31 48 ,7.96,11.2975
21 22 31 49 ,7.6025,12.7046
21 22 31 50 ,7.6325,11.252
21 22 31 53 ,7.565,10.8024
21 22 31 54 ,7.605,11.4485
21 22 31 55 ,7.5925,12.2312
21 22 31 56 ,7.54,10.8723
21 22 31 57 ,7.235,10.2094
21 22 32 45 ,7.935,10.5511
21 22 32 48 ,7.975,11.1516
21 22 32 49 ,7.6175,12.4532
21 22 32 50 ,7.6475,11.0858
21 22 32 53 ,7.58,10.6635
21 22 32 54 ,7.62,11.3035
21 22 32 55 ,7.6075,12.0797
21 22 32 56 ,7.555,10.7341
21 22 32 57 ,7.25,10.0676
21 22 33 36 ,7.845,12.6006
21 22 33 37 ,7.8875,12.0395
21 22 33 39 ,7.9775,11.7167
21 22 33 40 ,7.85,10.4412
21 22 33 42 ,7.86,11.1544
21 22 33 46 ,7.69,10.7804
21 22 33 48 ,7.53,10.5656
21 22 33 49 ,7.1725,11.926
21 22 33 50 ,7.2025,10.3451
21 22 33 53 ,7.135,10.1397
21 22 33 54 ,7.175,10.8087
21 22 33 55 ,7.1625,11.5484
21 22 33 56 ,7.11,10.179
21 22 34 45 ,7.6675,10.0295
21 22 34 46 ,7.8675,10.8094
21 22 34 48 ,7.7075,10.6078
21 22 34 49 ,7.35,11.8742
21 22 34 50 ,7.38,10.2253
21 22 34 53 ,7.3125,10.1848
21 22 34 54 ,7.3525,10.8879
21 22 34 55 ,7.34,11.5935
21 22 34 56 ,7.2875,10.2437
21 22 35 36 ,7.8675,12.6255
21 22 35 37 ,7.91,12.0536
21 22 35 39 ,8,11.7211
21 22 35 40 ,7.8725,10.4603
21 22 35 42 ,7.8825,11.1233
21 22 35 45 ,7.5125,10.0161
21 22 35 46 ,7.7125,10.7222
21 22 35 48 ,7.5525,10.5093
21 22 35 49 ,7.195,11.8149
21 22 35 50 ,7.225,10.2799
21 22 35 53 ,7.1575,10.1651
21 22 35 54 ,7.1975,10.8023
21 22 35 55 ,7.185,11.5238
21 22 35 56 ,7.1325,10.1691
21 22 36 37 ,7.625,11.6576
21 22 36 38 ,7.875,12.3858
21 22 36 39 ,7.715,11.2238
21 22 36 40 ,7.5875,10.0205
21 22 36 42 ,7.5975,10.6478
21 22 36 44 ,7.9225,11.9829
21 22 36 46 ,7.4275,10.2781
21 22 36 48 ,7.2675,10.0695
21 22 36 58 ,7.905,11.0263
21 22 37 38 ,7.9175,11.9002
21 22 37 39 ,7.7575,10.6459
21 22 37 42 ,7.64,10.1269
21 22 37 44 ,7.965,11.5421
21 22 37 58 ,7.9475,10.5202
21 22 38 40 ,7.88,10.2289
21 22 38 42 ,7.89,10.8394
21 22 38 46 ,7.72,10.4929
21 22 38 48 ,7.56,10.2866
21 22 38 49 ,7.2025,11.615
21 22 38 50 ,7.2325,10.0356
21 22 38 54 ,7.205,10.5468
21 22 38 55 ,7.1925,11.2396
21 22 39 49 ,7.0425,10.5881
21 22 39 55 ,7.0325,10.2725
21 22 40 44 ,7.9275,10.1682
21 22 41 49 ,7.68,10.9906
21 22 41 55 ,7.67,10.2307
21 22 42 44 ,7.9375,10.5246
21 22 43 46 ,7.865,10.1038
21 22 43 49 ,7.3475,11.307
21 22 43 55 ,7.3375,10.6108
21 22 44 46 ,7.7675,10.147
21 22 44 49 ,7.25,11.171
21 22 44 54 ,7.2525,10.1456
21 22 44 55 ,7.24,10.8051
21 22 49 51 ,7.775,12.5601
21 22 49 52 ,7.745,12.2317
21 22 49 58 ,7.2325,10.7348
21 22 50 51 ,7.805,10.8373
21 22 50 52 ,7.775,10.7171
21 22 51 53 ,7.7375,10.7557
21 22 51 54 ,7.7775,11.3859
21 22 51 55 ,7.765,12.0855
21 22 51 56 ,7.7125,10.769
21 22 51 57 ,7.4075,10.0881
21 22 52 53 ,7.7075,10.8511
21 22 52 54 ,7.7475,11.399
21 22 52 55 ,7.735,12.125
21 22 52 56 ,7.6825,10.7762
21 22 52 57 ,7.3775,10.1113
21 22 55 58 ,7.2225,10.108
21 23 24 45 ,7.7175,11.1275
21 23 24 46 ,7.9175,11.8546
21 23 24 48 ,7.7575,11.7357
21 23 24 49 ,7.4,12.9438
21 23 24 50 ,7.43,11.223
21 23 24 53 ,7.3625,11.3554
21 23 24 54 ,7.4025,12.0744
21 23 24 55 ,7.39,12.7764
21 23 24 56 ,7.3375,11.394
21 23 24 57 ,7.0325,10.6803
21 23 25 57 ,7.7225,10.9812
21 23 26 49 ,7.73,11.5423
21 23 26 54 ,7.7325,10.4912
21 23 26 55 ,7.72,11.2161
21 23 27 57 ,7.715,10.1904
21 23 28 45 ,7.9525,10.3827
21 23 28 48 ,7.9925,11.0632
21 23 28 49 ,7.635,12.5293
21 23 28 50 ,7.665,10.7529
21 23 28 53 ,7.5975,10.5928
21 23 28 54 ,7.6375,11.2881
21 23 28 55 ,7.625,11.9879
21 23 28 56 ,7.5725,10.6556
21 23 29 49 ,7.7775,12.4874
21 23 29 50 ,7.8075,10.8381
21 23 29 53 ,7.74,10.6664
21 23 29 54 ,7.78,11.3578
21 23 29 55 ,7.7675,12.0948
21 23 29 56 ,7.715,10.7167
21 23 29 57 ,7.41,10.0397
21 23 31 49 ,7.825,13.1962
21 23 31 50 ,7.855,11.6737
21 23 31 53 ,7.7875,11.3012
21 23 31 54 ,7.8275,11.9641
21 23 31 55 ,7.815,12.7368
21 23 31 56 ,7.7625,11.3736
21 23 31 57 ,7.4575,10.6961
21 23 32 49 ,7.84,12.9282
21 23 32 50 ,7.87,11.4841
21 23 32 53 ,7.8025,11.1381
21 23 32 54 ,7.8425,11.7967
21 23 32 55 ,7.83,12.5644
21 23 32 56 ,7.7775,11.2114
21 23 32 57 ,7.4725,10.5287
21 23 33 45 ,7.7125,10.4214
21 23 33 46 ,7.9125,11.2141
21 23 33 48 ,7.7525,11.0266
21 23 33 49 ,7.395,12.3977
21 23 33 50 ,7.425,10.7437
21 23 33 53 ,7.3575,10.6104
21 23 33 54 ,7.3975,11.2977
21 23 33 55 ,7.385,12.0303
21 23 33 56 ,7.3325,10.6538
21 23 34 45 ,7.89,10.5111
21 23 34 48 ,7.93,11.0919
21 23 34 49 ,7.5725,12.3701
21 23 34 50 ,7.6025,10.6543
21 23 34 53 ,7.535,10.6792
21 23 34 54 ,7.575,11.3976
21 23 34 55 ,7.5625,12.0964
21 23 34 56 ,7.51,10.7413
21 23 34 57 ,7.205,10.0315
21 23 35 45 ,7.735,10.4733
21 23 35 46 ,7.935,11.1594
21 23 35 48 ,7.775,10.9739
21 23 35 49 ,7.4175,12.292
21 23 35 50 ,7.4475,10.6823
21 23 35 53 ,7.38,10.636
21 23 35 54 ,7.42,11.2928
21 23 35 55 ,7.4075,12.0079
21 23 35 56 ,7.355,10.6457
21 23 36 37 ,7.8475,12.0773
21 23 36 39 ,7.9375,11.6859
21 23 36 40 ,7.81,10.4151
21 23 36 42 ,7.82,11.0586
21 23 36 46 ,7.65,10.6874
21 23 36 48 ,7.49,10.5068
21 23 36 49 ,7.1325,11.802
21 23 36 50 ,7.1625,10.2444
21 23 36 53 ,7.095,10.1174
21 23 36 54 ,7.135,10.7918
21 23 36 55 ,7.1225,11.5086
21 23 36 56 ,7.07,10.1404
21 23 37 39 ,7.98,11.1358
21 23 37 42 ,7.8625,10.5619
21 23 37 46 ,7.6925,10.2039
21 23 37 48 ,7.5325,10.0346
21 23 37 49 ,7.175,11.3341
21 23 37 54 ,7.1775,10.2681
21 23 37 55 ,7.165,10.9593
21 23 38 45 ,7.7425,10.2458
21 23 38 46 ,7.9425,10.9609
21 23 38 48 ,7.7825,10.7829
21 23 38 49 ,7.425,12.1195
21 23 38 50 ,7.455,10.4701
21 23 38 53 ,7.3875,10.3568
21 23 38 54 ,7.4275,11.0701
21 23 38 55 ,7.415,11.7557
21 23 38 56 ,7.3625,10.4238
21 23 39 42 ,7.9525,10.3839
21 23 39 49 ,7.265,11.1055
21 23 39 54 ,7.2675,10.0782
21 23 39 55 ,7.255,10.8
21 23 40 49 ,7.1375,10.1547
21 23 41 49 ,7.9025,11.4012
21 23 41 54 ,7.905,10.1297
21 23 41 55 ,7.8925,10.6655
21 23 42 49 ,7.1475,10.9468
21 23 42 55 ,7.1375,10.2255
21 23 43 48 ,7.9275,10.2392
21 23 43 49 ,7.57,11.7966
21 23 43 50 ,7.6,10.2666
21 23 43 54 ,7.5725,10.4809
21 23 43 55 ,7.56,11.1262
21 23 44 45 ,7.79,10.0399
21 23 44 46 ,7.99,10.5998
21 23 44 48 ,7.83,10.3891
21 23 44 49 ,7.4725,11.667
21 23 44 50 ,7.5025,10.2825
21 23 44 54 ,7.475,10.6582
21 23 44 55 ,7.4625,11.3124
21 23 44 56 ,7.41,10.0646
21 23 46 58 ,7.9725,10.0098
21 23 49 51 ,7.9975,13.0566
21 23 49 52 ,7.9675,12.7311
21 23 49 58 ,7.455,11.2806
21 23 50 52 ,7.9975,11.1471
21 23 51 53 ,7.96,11.256
21 23 51 54 ,8,11.9036
21 23 51 55 ,7.9875,12.5965
21 23 51 56 ,7.935,11.2743
21 23 51 57 ,7.63,10.5798
21 23 52 53 ,7.93,11.3361
21 23 52 54 ,7.97,11.9055
21 23 52 55 ,7.9575,12.6243
21 23 52 56 ,7.905,11.27
21 23 52 57 ,7.6,10.59
21 23 54 58 ,7.4575,10.0575
21 23 55 58 ,7.445,10.6808
21 24 25 57 ,7.72,11.1851
21 24 26 49 ,7.7275,11.7322
21 24 26 50 ,7.7575,10.1047
21 24 26 53 ,7.69,10.1064
21 24 26 54 ,7.73,10.8096
21 24 26 55 ,7.7175,11.5266
21 24 26 56 ,7.665,10.1661
21 24 27 57 ,7.7125,10.3406
21 24 28 45 ,7.95,10.5633
21 24 28 48 ,7.99,11.3096
21 24 28 49 ,7.6325,12.6757
21 24 28 50 ,7.6625,10.8652
21 24 28 53 ,7.595,10.8214
21 24 28 54 ,7.635,11.5531
21 24 28 55 ,7.6225,12.2492
21 24 28 56 ,7.57,10.8912
21 24 28 57 ,7.265,10.1902
21 24 29 49 ,7.775,12.6463
21 24 29 50 ,7.805,10.9633
21 24 29 53 ,7.7375,10.9073
21 24 29 54 ,7.7775,11.6342
21 24 29 55 ,7.765,12.3661
21 24 29 56 ,7.7125,10.9647
21 24 29 57 ,7.4075,10.2614
21 24 31 49 ,7.8225,13.3276
21 24 31 50 ,7.8525,11.7685
21 24 31 53 ,7.785,11.5069
21 24 31 54 ,7.825,12.206
21 24 31 55 ,7.8125,12.9752
21 24 31 56 ,7.76,11.5857
21 24 31 57 ,7.455,10.8812
21 24 32 49 ,7.8375,13.0734
21 24 32 50 ,7.8675,11.593
21 24 32 53 ,7.8,11.3596
21 24 32 54 ,7.84,12.0541
21 24 32 55 ,7.8275,12.8173
21 24 32 56 ,7.775,11.4392
21 24 32 57 ,7.47,10.7303
21 24 33 45 ,7.71,10.6316
21 24 33 46 ,7.91,11.4474
21 24 33 48 ,7.75,11.3023
21 24 33 49 ,7.3925,12.5712
21 24 33 50 ,7.4225,10.8856
21 24 33 53 ,7.355,10.8682
21 24 33 54 ,7.395,11.5902
21 24 33 55 ,7.3825,12.3169
21 24 33 56 ,7.33,10.9188
21 24 33 57 ,7.025,10.2084
21 24 34 45 ,7.8875,10.8275
21 24 34 48 ,7.9275,11.4679
21 24 34 49 ,7.57,12.6365
21 24 34 50 ,7.6,10.9046
21 24 34 53 ,7.5325,11.0414
21 24 34 54 ,7.5725,11.7868
21 24 34 55 ,7.56,12.4751
21 24 34 56 ,7.5075,11.1095
21 24 34 57 ,7.2025,10.3826
21 24 35 45 ,7.7325,10.7242
21 24 35 46 ,7.9325,11.4329
21 24 35 48 ,7.7725,11.2905
21 24 35 49 ,7.415,12.5028
21 24 35 50 ,7.445,10.8661
21 24 35 53 ,7.3775,10.9341
21 24 35 54 ,7.4175,11.624
21 24 35 55 ,7.405,12.3313
21 24 35 56 ,7.3525,10.9518
21 24 35 57 ,7.0475,10.2521
21 24 36 37 ,7.845,12.3764
21 24 36 39 ,7.935,11.9987
21 24 36 40 ,7.8075,10.7103
21 24 36 42 ,7.8175,11.3169
21 24 36 45 ,7.4475,10.2382
21 24 36 46 ,7.6475,10.9626
21 24 36 47 ,7.9525,10.0395
21 24 36 48 ,7.4875,10.8267
21 24 36 49 ,7.13,12.0121
21 24 36 50 ,7.16,10.4253
21 24 36 53 ,7.0925,10.4196
21 24 36 54 ,7.1325,11.1277
21 24 36 55 ,7.12,11.8361
21 24 36 56 ,7.0675,10.4506
21 24 37 39 ,7.9775,11.4326
21 24 37 40 ,7.85,10.2508
21 24 37 42 ,7.86,10.7994
21 24 37 46 ,7.69,10.4579
21 24 37 48 ,7.53,10.3349
21 24 37 49 ,7.1725,11.522
21 24 37 54 ,7.175,10.5872
21 24 37 55 ,7.1625,11.2713
21 24 38 45 ,7.74,10.5146
21 24 38 46 ,7.94,11.2509
21 24 38 48 ,7.78,11.1168
21 24 38 49 ,7.4225,12.3439
21 24 38 50 ,7.4525,10.6699
21 24 38 53 ,7.385,10.675
21 24 38 54 ,7.425,11.4192
21 24 38 55 ,7.4125,12.0966
21 24 38 56 ,7.36,10.7483
21 24 38 57 ,7.055,10.0523
21 24 39 42 ,7.95,10.6298
21 24 39 46 ,7.78,10.2027
21 24 39 48 ,7.62,10.0285
21 24 39 49 ,7.2625,11.3014
21 24 39 54 ,7.265,10.4077
21 24 39 55 ,7.2525,11.1208
21 24 40 49 ,7.135,10.3118
21 24 41 49 ,7.9,11.5429
21 24 41 54 ,7.9025,10.403
21 24 41 55 ,7.89,10.9382
21 24 42 49 ,7.145,11.0723
21 24 42 55 ,7.135,10.4864
21 24 43 48 ,7.925,10.4491
21 24 43 49 ,7.5675,11.9029
21 24 43 50 ,7.5975,10.3275
21 24 43 53 ,7.53,10.0164
21 24 43 54 ,7.57,10.7113
21 24 43 55 ,7.5575,11.3559
21 24 43 56 ,7.505,10.1032
21 24 44 45 ,7.7875,10.2972
21 24 44 46 ,7.9875,10.8835
21 24 44 48 ,7.8275,10.719
21 24 44 49 ,7.47,11.8854
21 24 44 50 ,7.5,10.4694
21 24 44 53 ,7.4325,10.3011
21 24 44 54 ,7.4725,11.0046
21 24 44 55 ,7.46,11.6514
21 24 44 56 ,7.4075,10.3837
21 24 46 58 ,7.97,10.2414
21 24 49 51 ,7.995,13.2579
21 24 49 52 ,7.965,13.1074
21 24 49 58 ,7.4525,11.445
21 24 50 52 ,7.995,11.5202
21 24 51 53 ,7.9575,11.5412
21 24 51 54 ,7.9975,12.221
21 24 51 55 ,7.985,12.9078
21 24 51 56 ,7.9325,11.5668
21 24 51 57 ,7.6275,10.8506
21 24 52 53 ,7.9275,11.8082
21 24 52 54 ,7.9675,12.4027
21 24 52 55 ,7.955,13.1049
21 24 52 56 ,7.9025,11.7524
21 24 52 57 ,7.5975,11.0624
21 24 54 58 ,7.455,10.3562
21 24 55 58 ,7.4425,10.9754
21 25 28 57 ,7.955,11.1275
21 25 33 57 ,7.715,10.8831
21 25 34 57 ,7.8925,10.7368
21 25 35 57 ,7.7375,10.6075
21 25 36 49 ,7.82,12.5213
21 25 36 50 ,7.85,11.029
21 25 36 53 ,7.7825,10.793
21 25 36 54 ,7.8225,11.4589
21 25 36 55 ,7.81,12.1842
21 25 36 56 ,7.7575,10.8314
21 25 36 57 ,7.4525,10.1964
21 25 37 49 ,7.8625,12.0442
21 25 37 50 ,7.8925,10.5971
21 25 37 53 ,7.825,10.2661
21 25 37 54 ,7.865,10.9262
21 25 37 55 ,7.8525,11.6283
21 25 37 56 ,7.8,10.3253
21 25 38 57 ,7.745,10.4356
21 25 39 49 ,7.9525,11.8991
21 25 39 50 ,7.9825,10.4861
21 25 39 53 ,7.915,10.1707
21 25 39 54 ,7.955,10.8247
21 25 39 55 ,7.9425,11.5502
21 25 39 56 ,7.89,10.224
21 25 40 49 ,7.825,10.782
21 25 40 55 ,7.815,10.0531
21 25 42 49 ,7.835,11.6274
21 25 42 54 ,7.8375,10.2105
21 25 42 55 ,7.825,10.8828
21 25 43 57 ,7.89,10.0351
21 25 44 57 ,7.7925,10.1262
21 25 45 49 ,7.465,10.3094
21 25 46 49 ,7.665,11.4024
21 25 46 54 ,7.6675,10.051
21 25 46 55 ,7.655,10.72
21 25 48 49 ,7.505,11.2064
21 25 48 55 ,7.495,10.5502
21 25 49 50 ,7.1775,11.3469
21 25 49 53 ,7.11,10.5641
21 25 49 54 ,7.15,11.192
21 25 49 55 ,7.1375,11.8647
21 25 49 56 ,7.085,10.6277
21 25 50 55 ,7.1675,10.3411
21 25 53 55 ,7.1,10.0098
21 25 54 55 ,7.14,10.6775
21 25 55 56 ,7.075,10.0513
21 26 28 49 ,7.9625,11.737
21 26 28 50 ,7.9925,10.1216
21 26 28 54 ,7.965,10.4475
21 26 28 55 ,7.9525,11.1359
21 26 33 49 ,7.7225,11.4691
21 26 33 54 ,7.725,10.3165
21 26 33 55 ,7.7125,11.0495
21 26 34 49 ,7.9,11.2836
21 26 34 54 ,7.9025,10.2547
21 26 34 55 ,7.89,10.9611
21 26 35 49 ,7.745,11.1957
21 26 35 54 ,7.7475,10.1357
21 26 35 55 ,7.735,10.8611
21 26 36 49 ,7.46,10.7357
21 26 36 55 ,7.45,10.3894
21 26 37 49 ,7.5025,10.2835
21 26 38 49 ,7.7525,11.0418
21 26 38 55 ,7.7425,10.6187
21 26 39 49 ,7.5925,10.1962
21 26 42 49 ,7.475,10.0816
21 26 43 49 ,7.8975,10.9869
21 26 43 55 ,7.8875,10.2406
21 26 44 49 ,7.8,10.6145
21 26 44 55 ,7.79,10.2
21 26 49 58 ,7.7825,10.2643
21 27 28 57 ,7.9475,10.485
21 27 33 57 ,7.7075,10.1684
21 27 36 49 ,7.8125,11.8008
21 27 36 50 ,7.8425,10.6016
21 27 36 53 ,7.775,10.02
21 27 36 54 ,7.815,10.6312
21 27 36 55 ,7.8025,11.395
21 27 36 56 ,7.75,10.1052
21 27 37 49 ,7.855,11.3911
21 27 37 50 ,7.885,10.2602
21 27 37 54 ,7.8575,10.1644
21 27 37 55 ,7.845,10.9007
21 27 39 49 ,7.945,11.4093
21 27 39 50 ,7.975,10.3354
21 27 39 54 ,7.9475,10.2468
21 27 39 55 ,7.935,10.9957
21 27 40 49 ,7.8175,10.4867
21 27 42 49 ,7.8275,11.3926
21 27 42 50 ,7.8575,10.0708
21 27 42 55 ,7.8175,10.5804
21 27 45 49 ,7.4575,10.044
21 27 46 49 ,7.6575,11.0978
21 27 46 50 ,7.6875,10.0458
21 27 46 55 ,7.6475,10.3432
21 27 48 49 ,7.4975,10.8438
21 27 48 55 ,7.4875,10.1107
21 27 49 50 ,7.17,11.3091
21 27 49 53 ,7.1025,10.1931
21 27 49 54 ,7.1425,10.7407
21 27 49 55 ,7.13,11.4258
21 27 49 56 ,7.0775,10.302
21 27 50 55 ,7.16,10.2467
21 27 54 55 ,7.1325,10.1502
21 28 29 53 ,7.9725,10.7346
21 28 29 55 ,8,12.0994
21 28 29 56 ,7.9475,10.8142
21 28 29 57 ,7.6425,10.1917
21 28 31 56 ,7.995,11.4299
21 28 31 57 ,7.69,10.8012
21 28 32 57 ,7.705,10.6366
21 28 33 45 ,7.945,10.2487
21 28 33 48 ,7.985,10.9742
21 28 33 49 ,7.6275,12.47
21 28 33 50 ,7.6575,10.7792
21 28 33 53 ,7.59,10.4596
21 28 33 54 ,7.63,11.135
21 28 33 55 ,7.6175,11.8407
21 28 33 56 ,7.565,10.534
21 28 34 49 ,7.805,12.2976
21 28 34 50 ,7.835,10.5209
21 28 34 53 ,7.7675,10.3578
21 28 34 54 ,7.8075,11.0756
21 28 34 55 ,7.795,11.7563
21 28 34 56 ,7.7425,10.4523
21 28 35 45 ,7.9675,10.0659
21 28 35 49 ,7.65,12.1695
21 28 35 50 ,7.68,10.4918
21 28 35 53 ,7.6125,10.2543
21 28 35 54 ,7.6525,10.9125
21 28 35 55 ,7.64,11.6133
21 28 35 56 ,7.5875,10.2954
21 28 36 46 ,7.8825,10.5515
21 28 36 48 ,7.7225,10.3051
21 28 36 49 ,7.365,11.749
21 28 36 50 ,7.395,10.1324
21 28 36 54 ,7.3675,10.4769
21 28 36 55 ,7.355,11.1747
21 28 37 46 ,7.925,10.0949
21 28 37 49 ,7.4075,11.3088
21 28 37 55 ,7.3975,10.6399
21 28 38 49 ,7.6575,12.0934
21 28 38 50 ,7.6875,10.3901
21 28 38 53 ,7.62,10.0824
21 28 38 54 ,7.66,10.792
21 28 38 55 ,7.6475,11.4559
21 28 38 56 ,7.595,10.1826
21 28 39 49 ,7.4975,11.1348
21 28 39 55 ,7.4875,10.534
21 28 40 49 ,7.37,10.3188
21 28 42 49 ,7.38,11.1406
21 28 42 55 ,7.37,10.125
21 28 43 49 ,7.8025,12.0455
21 28 43 50 ,7.8325,10.5023
21 28 43 54 ,7.805,10.504
21 28 43 55 ,7.7925,11.1086
21 28 44 49 ,7.705,11.5849
21 28 44 50 ,7.735,10.1382
21 28 44 54 ,7.7075,10.3072
21 28 44 55 ,7.695,10.9423
21 28 46 49 ,7.21,10.79
21 28 48 49 ,7.05,10.4988
21 28 49 58 ,7.6875,11.3489
21 28 51 57 ,7.8625,10.554
21 28 52 57 ,7.8325,10.3295
21 28 55 58 ,7.6775,10.4546
21 29 31 57 ,7.8325,10.85
21 29 32 57 ,7.8475,10.7073
21 29 33 49 ,7.77,12.42
21 29 33 50 ,7.8,10.855
21 29 33 53 ,7.7325,10.5247
21 29 33 54 ,7.7725,11.1967
21 29 33 55 ,7.76,11.9406
21 29 33 56 ,7.7075,10.5864
21 29 34 49 ,7.9475,12.2199
21 29 34 50 ,7.9775,10.5674
21 29 34 53 ,7.91,10.3918
21 29 34 54 ,7.95,11.108
21 29 34 55 ,7.9375,11.829
21 29 34 56 ,7.885,10.4736
21 29 35 49 ,7.7925,12.1191
21 29 35 50 ,7.8225,10.5707
21 29 35 53 ,7.755,10.3218
21 29 35 54 ,7.795,10.9765
21 29 35 55 ,7.7825,11.716
21 29 35 56 ,7.73,10.3501
21 29 36 48 ,7.865,10.3611
21 29 36 49 ,7.5075,11.6733
21 29 36 50 ,7.5375,10.1871
21 29 36 54 ,7.51,10.5174
21 29 36 55 ,7.4975,11.257
21 29 37 49 ,7.55,11.2225
21 29 37 54 ,7.5525,10.0045
21 29 37 55 ,7.54,10.7183
21 29 38 49 ,7.8,11.9807
21 29 38 50 ,7.83,10.3983
21 29 38 53 ,7.7625,10.0773
21 29 38 54 ,7.8025,10.7878
21 29 38 55 ,7.79,11.4954
21 29 38 56 ,7.7375,10.1648
21 29 39 49 ,7.64,11.0769
21 29 39 55 ,7.63,10.6443
21 29 40 49 ,7.5125,10.0893
21 29 42 49 ,7.5225,10.9257
21 29 42 55 ,7.5125,10.0694
21 29 43 49 ,7.945,11.8755
21 29 43 50 ,7.975,10.446
21 29 43 54 ,7.9475,10.4352
21 29 43 55 ,7.935,11.0885
21 29 44 49 ,7.8475,11.546
21 29 44 50 ,7.8775,10.2357
21 29 44 54 ,7.85,10.3906
21 29 44 55 ,7.8375,11.0659
21 29 46 49 ,7.3525,10.5998
21 29 48 49 ,7.1925,10.3628
21 29 49 58 ,7.83,11.1614
21 29 52 57 ,7.975,10.342
21 29 55 58 ,7.82,10.426
21 30 49 50 ,7.815,12.1334
21 30 49 53 ,7.7475,11.0117
21 30 49 54 ,7.7875,11.4513
21 30 49 55 ,7.775,12.0819
21 30 49 56 ,7.7225,11.0447
21 30 49 57 ,7.4175,10.6236
21 30 50 53 ,7.7775,10.5938
21 30 50 54 ,7.8175,10.865
21 30 50 55 ,7.805,11.4564
21 30 50 56 ,7.7525,10.5897
21 30 50 57 ,7.4475,10.3624
21 30 53 54 ,7.75,10.1472
21 30 53 55 ,7.7375,10.7563
21 30 54 55 ,7.7775,11.2128
21 30 54 56 ,7.725,10.176
21 30 55 56 ,7.7125,10.7661
21 30 55 57 ,7.4075,10.1963
21 31 32 57 ,7.895,11.942
21 31 33 49 ,7.8175,13.1721
21 31 33 50 ,7.8475,11.734
21 31 33 53 ,7.78,11.2143
21 31 33 54 ,7.82,11.8555
21 31 33 55 ,7.8075,12.6319
21 31 33 56 ,7.755,11.2973
21 31 33 57 ,7.45,10.6499
21 31 34 49 ,7.995,12.8871
21 31 34 53 ,7.9575,10.9765
21 31 34 54 ,7.9975,11.6651
21 31 34 55 ,7.985,12.4264
21 31 34 56 ,7.9325,11.0795
21 31 34 57 ,7.6275,10.3892
21 31 35 49 ,7.84,12.8368
21 31 35 50 ,7.87,11.4131
21 31 35 53 ,7.8025,10.9633
21 31 35 54 ,7.8425,11.5901
21 31 35 55 ,7.83,12.3659
21 31 35 56 ,7.7775,11.0156
21 31 35 57 ,7.4725,10.359
21 31 36 45 ,7.8725,10.3809
21 31 36 48 ,7.9125,10.9739
21 31 36 49 ,7.555,12.3683
21 31 36 50 ,7.585,11.0042
21 31 36 53 ,7.5175,10.4607
21 31 36 54 ,7.5575,11.1023
21 31 36 55 ,7.545,11.8814
21 31 36 56 ,7.4925,10.5279
21 31 37 48 ,7.955,10.5342
21 31 37 49 ,7.5975,11.9328
21 31 37 50 ,7.6275,10.6249
21 31 37 54 ,7.6,10.6054
21 31 37 55 ,7.5875,11.3608
21 31 37 56 ,7.535,10.0631
21 31 38 49 ,7.8475,12.6877
21 31 38 50 ,7.8775,11.2328
21 31 38 53 ,7.81,10.7116
21 31 38 54 ,7.85,11.391
21 31 38 55 ,7.8375,12.1378
21 31 38 56 ,7.785,10.82
21 31 38 57 ,7.48,10.1684
21 31 39 49 ,7.6875,11.9212
21 31 39 50 ,7.7175,10.6652
21 31 39 53 ,7.65,10.0357
21 31 39 54 ,7.69,10.652
21 31 39 55 ,7.6775,11.4218
21 31 39 56 ,7.625,10.1184
21 31 40 49 ,7.56,10.9633
21 31 40 55 ,7.55,10.0763
21 31 42 48 ,7.9275,10.1705
21 31 42 49 ,7.57,11.9158
21 31 42 50 ,7.6,10.421
21 31 42 54 ,7.5725,10.3348
21 31 42 55 ,7.56,11.0339
21 31 43 49 ,7.9925,12.7544
21 31 43 53 ,7.955,10.6535
21 31 43 54 ,7.995,11.2462
21 31 43 55 ,7.9825,11.9307
21 31 43 56 ,7.93,10.7707
21 31 43 57 ,7.625,10.0711
21 31 44 49 ,7.895,12.2342
21 31 44 50 ,7.925,11.0337
21 31 44 53 ,7.8575,10.3296
21 31 44 54 ,7.8975,10.9666
21 31 44 55 ,7.885,11.6858
21 31 44 56 ,7.8325,10.4486
21 31 45 49 ,7.2,10.4924
21 31 46 48 ,7.7575,10.0147
21 31 46 49 ,7.4,11.5096
21 31 46 50 ,7.43,10.2571
21 31 46 55 ,7.39,10.6723
21 31 48 49 ,7.24,11.224
21 31 48 50 ,7.27,10.0679
21 31 48 55 ,7.23,10.4031
21 31 49 58 ,7.8775,12.0336
21 31 50 58 ,7.9075,10.4958
21 31 54 58 ,7.88,10.5744
21 31 55 58 ,7.8675,11.2547
21 31 56 58 ,7.815,10.0756
21 32 33 49 ,7.8325,12.9087
21 32 33 50 ,7.8625,11.5511
21 32 33 53 ,7.795,11.0559
