Assets,Return,Volatility
7 22 38 43 ,7.755,10.8467
7 22 38 44 ,7.6575,11.4721
7 22 38 58 ,7.64,10.3854
7 22 39 44 ,7.4975,10.1659
7 22 39 52 ,7.9925,11.397
7 22 42 51 ,7.905,10.8328
7 22 42 52 ,7.875,10.8705
7 22 43 44 ,7.8025,10.5324
7 22 46 51 ,7.735,10.4738
7 22 46 52 ,7.705,10.4029
7 22 48 51 ,7.575,10.3548
7 22 48 52 ,7.545,10.3446
7 22 49 51 ,7.2175,11.6775
7 22 49 52 ,7.1875,11.3447
7 22 51 54 ,7.22,10.4291
7 22 51 55 ,7.2075,11.179
7 22 52 54 ,7.19,10.4663
7 22 52 55 ,7.1775,11.2429
7 23 24 33 ,7.7775,13.49
7 23 24 34 ,7.955,13.7698
7 23 24 35 ,7.8,13.5282
7 23 24 36 ,7.515,13.0914
7 23 24 37 ,7.5575,12.5358
7 23 24 38 ,7.8075,13.3714
7 23 24 39 ,7.6475,12.2032
7 23 24 40 ,7.52,10.7489
7 23 24 42 ,7.53,11.4152
7 23 24 43 ,7.9525,12.2533
7 23 24 44 ,7.855,12.8997
7 23 24 45 ,7.16,10.254
7 23 24 46 ,7.36,11.0538
7 23 24 47 ,7.665,10.1075
7 23 24 48 ,7.2,11.0576
7 23 24 58 ,7.8375,11.9511
7 23 25 45 ,7.85,10.4821
7 23 25 48 ,7.89,11.4316
7 23 25 49 ,7.5325,12.5885
7 23 25 50 ,7.5625,10.9377
7 23 25 53 ,7.495,10.7952
7 23 25 54 ,7.535,11.4989
7 23 25 55 ,7.5225,12.2611
7 23 25 56 ,7.47,10.8294
7 23 25 57 ,7.165,10.2606
7 23 26 36 ,7.845,11.3703
7 23 26 37 ,7.8875,10.8199
7 23 26 39 ,7.9775,10.5873
7 23 26 49 ,7.1725,10.765
7 23 26 55 ,7.1625,10.4289
7 23 27 48 ,7.8825,10.5782
7 23 27 49 ,7.525,11.7706
7 23 27 50 ,7.555,10.3918
7 23 27 54 ,7.5275,10.5613
7 23 27 55 ,7.515,11.3722
7 23 28 36 ,7.75,12.1146
7 23 28 37 ,7.7925,11.5718
7 23 28 39 ,7.8825,11.2609
7 23 28 42 ,7.765,10.6514
7 23 28 46 ,7.595,10.3752
7 23 28 48 ,7.435,10.2737
7 23 28 49 ,7.0775,11.7258
7 23 28 54 ,7.08,10.414
7 23 28 55 ,7.0675,11.1589
7 23 29 36 ,7.8925,12.2667
7 23 29 37 ,7.935,11.7237
7 23 29 42 ,7.9075,10.6862
7 23 29 46 ,7.7375,10.4433
7 23 29 48 ,7.5775,10.4018
7 23 29 49 ,7.22,11.7137
7 23 29 50 ,7.25,10.0513
7 23 29 54 ,7.2225,10.5258
7 23 29 55 ,7.21,11.3075
7 23 30 57 ,7.8025,10.384
7 23 31 36 ,7.94,12.7006
7 23 31 37 ,7.9825,12.1662
7 23 31 40 ,7.945,10.5182
7 23 31 42 ,7.955,11.4426
7 23 31 45 ,7.585,10.1744
7 23 31 46 ,7.785,11.1041
7 23 31 48 ,7.625,10.996
7 23 31 49 ,7.2675,12.3919
7 23 31 50 ,7.2975,10.8621
7 23 31 53 ,7.23,10.4101
7 23 31 54 ,7.27,11.0941
7 23 31 55 ,7.2575,11.9141
7 23 31 56 ,7.205,10.4734
7 23 32 36 ,7.955,12.5167
7 23 32 37 ,7.9975,11.9842
7 23 32 40 ,7.96,10.3537
7 23 32 42 ,7.97,11.2514
7 23 32 45 ,7.6,10.0123
7 23 32 46 ,7.8,10.9023
7 23 32 48 ,7.64,10.8219
7 23 32 49 ,7.2825,12.1125
7 23 32 50 ,7.3125,10.6654
7 23 32 53 ,7.245,10.2405
7 23 32 54 ,7.285,10.9205
7 23 32 55 ,7.2725,11.7363
7 23 32 56 ,7.22,10.3045
7 23 33 34 ,7.95,12.8838
7 23 33 35 ,7.795,12.6887
7 23 33 36 ,7.51,12.2597
7 23 33 37 ,7.5525,11.7026
7 23 33 38 ,7.8025,12.5039
7 23 33 39 ,7.6425,11.3876
7 23 33 42 ,7.525,10.6754
7 23 33 43 ,7.9475,11.5853
7 23 33 44 ,7.85,12.0328
7 23 33 46 ,7.355,10.3323
7 23 33 48 ,7.195,10.2701
7 23 33 58 ,7.8325,11.0856
7 23 34 35 ,7.9725,12.8325
7 23 34 36 ,7.6875,12.4594
7 23 34 37 ,7.73,11.9244
7 23 34 38 ,7.98,12.7722
7 23 34 39 ,7.82,11.4856
7 23 34 40 ,7.6925,10.1039
7 23 34 42 ,7.7025,10.7815
7 23 34 46 ,7.5325,10.4358
7 23 34 48 ,7.3725,10.3872
7 23 34 49 ,7.015,11.6292
7 23 34 54 ,7.0175,10.6134
7 23 34 55 ,7.005,11.3509
7 23 35 36 ,7.5325,12.2635
7 23 35 37 ,7.575,11.6942
7 23 35 38 ,7.825,12.4548
7 23 35 39 ,7.665,11.3686
7 23 35 42 ,7.5475,10.6178
7 23 35 43 ,7.97,11.4666
7 23 35 44 ,7.8725,12.0107
7 23 35 46 ,7.3775,10.2454
7 23 35 48 ,7.2175,10.1858
7 23 35 58 ,7.855,11.1026
7 23 36 37 ,7.29,11.307
7 23 36 38 ,7.54,12.0928
7 23 36 39 ,7.38,10.8774
7 23 36 42 ,7.2625,10.1425
7 23 36 43 ,7.685,11.0138
7 23 36 44 ,7.5875,11.6188
7 23 36 58 ,7.57,10.6247
7 23 37 38 ,7.5825,11.6153
7 23 37 39 ,7.4225,10.3031
7 23 37 43 ,7.7275,10.5511
7 23 37 44 ,7.63,11.1848
7 23 37 58 ,7.6125,10.1219
7 23 38 39 ,7.6725,11.1142
7 23 38 42 ,7.555,10.4086
7 23 38 43 ,7.9775,11.3635
7 23 38 44 ,7.88,11.9625
7 23 38 46 ,7.385,10.0965
7 23 38 48 ,7.225,10.0478
7 23 38 58 ,7.8625,10.9562
7 23 39 43 ,7.8175,10.2521
7 23 39 44 ,7.72,10.6812
7 23 41 49 ,7.345,10.4114
7 23 42 44 ,7.6025,10.0096
7 23 43 49 ,7.0125,10.8467
7 23 43 55 ,7.0025,10.1283
7 23 44 58 ,7.91,10.4092
7 23 45 52 ,7.7275,10.0513
7 23 46 51 ,7.9575,10.9467
7 23 46 52 ,7.9275,10.8673
7 23 48 51 ,7.7975,10.8521
7 23 48 52 ,7.7675,10.8307
7 23 49 51 ,7.44,12.1832
7 23 49 52 ,7.41,11.8539
7 23 50 51 ,7.47,10.3608
7 23 50 52 ,7.44,10.246
7 23 51 53 ,7.4025,10.2901
7 23 51 54 ,7.4425,10.9622
7 23 51 55 ,7.43,11.7015
7 23 51 56 ,7.3775,10.2945
7 23 52 53 ,7.3725,10.4006
7 23 52 54 ,7.4125,10.986
7 23 52 55 ,7.4,11.7519
7 23 52 56 ,7.3475,10.313
7 24 25 45 ,7.8475,10.7232
7 24 25 48 ,7.8875,11.727
7 24 25 49 ,7.53,12.7863
7 24 25 50 ,7.56,11.1081
7 24 25 53 ,7.4925,11.0797
7 24 25 54 ,7.5325,11.8155
7 24 25 55 ,7.52,12.5697
7 24 25 56 ,7.4675,11.1211
7 24 25 57 ,7.1625,10.5265
7 24 26 36 ,7.8425,11.7358
7 24 26 37 ,7.885,11.1717
7 24 26 39 ,7.975,10.9509
7 24 26 42 ,7.8575,10.1236
7 24 26 49 ,7.17,11.0141
7 24 26 54 ,7.1725,10.0515
7 24 26 55 ,7.16,10.8088
7 24 27 48 ,7.88,10.8308
7 24 27 49 ,7.5225,11.9218
7 24 27 50 ,7.5525,10.5028
7 24 27 53 ,7.485,10.1408
7 24 27 54 ,7.525,10.8391
7 24 27 55 ,7.5125,11.6427
7 24 27 56 ,7.46,10.2293
7 24 28 36 ,7.7475,12.429
7 24 28 37 ,7.79,11.8707
7 24 28 39 ,7.88,11.572
7 24 28 40 ,7.7525,10.1607
7 24 28 42 ,7.7625,10.9054
7 24 28 46 ,7.5925,10.6441
7 24 28 48 ,7.4325,10.5863
7 24 28 49 ,7.075,11.9244
7 24 28 50 ,7.105,10.0926
7 24 28 54 ,7.0775,10.7476
7 24 28 55 ,7.065,11.4831
7 24 28 56 ,7.0125,10.0523
7 24 29 36 ,7.89,12.5893
7 24 29 37 ,7.9325,12.0314
7 24 29 40 ,7.895,10.2149
7 24 29 42 ,7.905,10.9532
7 24 29 46 ,7.735,10.7246
7 24 29 48 ,7.575,10.7248
7 24 29 49 ,7.2175,11.9252
7 24 29 50 ,7.2475,10.2354
7 24 29 53 ,7.18,10.1234
7 24 29 54 ,7.22,10.8699
7 24 29 55 ,7.2075,11.6405
7 24 29 56 ,7.155,10.1694
7 24 30 57 ,7.8,10.6408
7 24 31 36 ,7.9375,12.993
7 24 31 37 ,7.98,12.4427
7 24 31 40 ,7.9425,10.787
7 24 31 42 ,7.9525,11.6707
7 24 31 45 ,7.5825,10.3973
7 24 31 46 ,7.7825,11.3467
7 24 31 48 ,7.6225,11.2795
7 24 31 49 ,7.265,12.5719
7 24 31 50 ,7.295,11.0097
7 24 31 53 ,7.2275,10.6803
7 24 31 54 ,7.2675,11.3988
7 24 31 55 ,7.255,12.2099
7 24 31 56 ,7.2025,10.7503
7 24 32 36 ,7.9525,12.8246
7 24 32 37 ,7.995,12.2766
7 24 32 40 ,7.9575,10.6403
7 24 32 42 ,7.9675,11.4959
7 24 32 45 ,7.5975,10.2529
7 24 32 46 ,7.7975,11.1623
7 24 32 48 ,7.6375,11.123
7 24 32 49 ,7.28,12.3084
7 24 32 50 ,7.31,10.8291
7 24 32 53 ,7.2425,10.5288
7 24 32 54 ,7.2825,11.2429
7 24 32 55 ,7.27,12.0485
7 24 32 56 ,7.2175,10.5996
7 24 33 34 ,7.9475,13.2669
7 24 33 35 ,7.7925,13.0225
7 24 33 36 ,7.5075,12.596
7 24 33 37 ,7.55,12.025
7 24 33 38 ,7.8,12.8527
7 24 33 39 ,7.64,11.7228
7 24 33 40 ,7.5125,10.2355
7 24 33 42 ,7.5225,10.9583
7 24 33 43 ,7.945,11.8362
7 24 33 44 ,7.8475,12.381
7 24 33 46 ,7.3525,10.6325
7 24 33 48 ,7.1925,10.6131
7 24 33 58 ,7.83,11.401
7 24 34 35 ,7.97,13.2509
7 24 34 36 ,7.685,12.8811
7 24 34 37 ,7.7275,12.3357
7 24 34 38 ,7.9775,13.2023
7 24 34 39 ,7.8175,11.916
7 24 34 40 ,7.69,10.5351
7 24 34 42 ,7.7,11.1663
7 24 34 46 ,7.53,10.841
7 24 34 48 ,7.37,10.8344
7 24 34 49 ,7.0125,11.9543
7 24 34 50 ,7.0425,10.2189
7 24 34 54 ,7.015,11.0758
7 24 34 55 ,7.0025,11.7963
7 24 35 36 ,7.53,12.6351
7 24 35 37 ,7.5725,12.054
7 24 35 38 ,7.8225,12.8397
7 24 35 39 ,7.6625,11.7424
7 24 35 40 ,7.535,10.2724
7 24 35 42 ,7.545,10.943
7 24 35 43 ,7.9675,11.7581
7 24 35 44 ,7.87,12.3955
7 24 35 46 ,7.375,10.5903
7 24 35 48 ,7.215,10.5739
7 24 35 58 ,7.8525,11.4566
7 24 36 37 ,7.2875,11.6691
7 24 36 38 ,7.5375,12.48
7 24 36 39 ,7.3775,11.2576
7 24 36 42 ,7.26,10.4718
7 24 36 43 ,7.6825,11.3071
7 24 36 44 ,7.585,12.0069
7 24 36 46 ,7.09,10.1533
7 24 36 58 ,7.5675,10.9839
7 24 37 38 ,7.58,11.9883
7 24 37 39 ,7.42,10.6705
7 24 37 43 ,7.725,10.8242
7 24 37 44 ,7.6275,11.5568
7 24 37 58 ,7.61,10.4646
7 24 38 39 ,7.67,11.5077
7 24 38 40 ,7.5425,10.1407
7 24 38 42 ,7.5525,10.7523
7 24 38 43 ,7.975,11.6688
7 24 38 44 ,7.8775,12.3594
7 24 38 46 ,7.3825,10.4589
7 24 38 48 ,7.2225,10.4535
7 24 38 58 ,7.86,11.3264
7 24 39 43 ,7.815,10.5375
7 24 39 44 ,7.7175,11.0744
7 24 39 58 ,7.7,10.2254
7 24 41 49 ,7.3425,10.6138
7 24 42 43 ,7.6975,10.1304
7 24 42 44 ,7.6,10.3499
7 24 43 49 ,7.01,11.008
7 24 43 55 ,7,10.4285
7 24 44 46 ,7.43,10.0242
7 24 44 58 ,7.9075,10.7821
7 24 45 51 ,7.755,10.2787
7 24 45 52 ,7.725,10.5759
7 24 46 51 ,7.955,11.2733
7 24 46 52 ,7.925,11.3922
7 24 48 51 ,7.795,11.2202
7 24 48 52 ,7.765,11.3954
7 24 49 51 ,7.4375,12.4391
7 24 49 52 ,7.4075,12.2981
7 24 50 51 ,7.4675,10.6012
7 24 50 52 ,7.4375,10.6979
7 24 51 53 ,7.4,10.6487
7 24 51 54 ,7.44,11.3505
7 24 51 55 ,7.4275,12.0777
7 24 51 56 ,7.375,10.6614
7 24 51 57 ,7.07,10.0362
7 24 52 53 ,7.37,10.9593
7 24 52 54 ,7.41,11.5665
7 24 52 55 ,7.3975,12.3076
7 24 52 56 ,7.345,10.8845
7 24 52 57 ,7.04,10.2881
7 25 26 49 ,7.86,11.7605
7 25 26 50 ,7.89,10.2722
7 25 26 54 ,7.8625,10.631
7 25 26 55 ,7.85,11.3884
7 25 26 56 ,7.7975,10.0269
7 25 27 57 ,7.845,10.5182
7 25 28 49 ,7.765,12.8329
7 25 28 50 ,7.795,11.1718
7 25 28 53 ,7.7275,10.8523
7 25 28 54 ,7.7675,11.5321
7 25 28 55 ,7.755,12.2565
7 25 28 56 ,7.7025,10.9156
7 25 28 57 ,7.3975,10.3986
7 25 29 49 ,7.9075,12.8393
7 25 29 50 ,7.9375,11.3076
7 25 29 53 ,7.87,10.9795
7 25 29 54 ,7.91,11.6524
7 25 29 55 ,7.8975,12.41
7 25 29 56 ,7.845,11.0303
7 25 29 57 ,7.54,10.5119
7 25 31 49 ,7.955,13.4246
7 25 31 50 ,7.985,11.9934
7 25 31 53 ,7.9175,11.4745
7 25 31 54 ,7.9575,12.128
7 25 31 55 ,7.945,12.9274
7 25 31 56 ,7.8925,11.5476
7 25 31 57 ,7.5875,11.0126
7 25 32 49 ,7.97,13.1686
7 25 32 50 ,8,11.8171
7 25 32 53 ,7.9325,11.3225
7 25 32 54 ,7.9725,11.971
7 25 32 55 ,7.96,12.7652
7 25 32 56 ,7.9075,11.3964
7 25 32 57 ,7.6025,10.8591
7 25 33 45 ,7.8425,10.3513
7 25 33 48 ,7.8825,11.3473
7 25 33 49 ,7.525,12.5311
7 25 33 50 ,7.555,10.9654
7 25 33 53 ,7.4875,10.6664
7 25 33 54 ,7.5275,11.3504
7 25 33 55 ,7.515,12.1189
7 25 33 56 ,7.4625,10.7116
7 25 33 57 ,7.1575,10.1728
7 25 34 49 ,7.7025,12.3652
7 25 34 50 ,7.7325,10.718
7 25 34 53 ,7.665,10.5731
7 25 34 54 ,7.705,11.2983
7 25 34 55 ,7.6925,12.0421
7 25 34 56 ,7.64,10.6378
7 25 34 57 ,7.335,10.0647
7 25 35 45 ,7.865,10.0869
7 25 35 48 ,7.905,11.0051
7 25 35 49 ,7.5475,12.1627
7 25 35 50 ,7.5775,10.6035
7 25 35 53 ,7.51,10.384
7 25 35 54 ,7.55,11.056
7 25 35 55 ,7.5375,11.8254
7 25 35 56 ,7.485,10.396
7 25 36 37 ,7.9775,11.9207
7 25 36 40 ,7.94,10.0159
7 25 36 42 ,7.95,10.765
7 25 36 46 ,7.78,10.6836
7 25 36 48 ,7.62,10.661
7 25 36 49 ,7.2625,11.7773
7 25 36 50 ,7.2925,10.2883
7 25 36 54 ,7.265,10.6652
7 25 36 55 ,7.2525,11.4313
7 25 36 56 ,7.2,10.0076
7 25 37 42 ,7.9925,10.2295
7 25 37 46 ,7.8225,10.1751
7 25 37 48 ,7.6625,10.1712
7 25 37 49 ,7.305,11.286
7 25 37 54 ,7.3075,10.11
7 25 37 55 ,7.295,10.8548
7 25 38 48 ,7.9125,10.9097
7 25 38 49 ,7.555,12.0741
7 25 38 50 ,7.585,10.4885
7 25 38 53 ,7.5175,10.1995
7 25 38 54 ,7.5575,10.9232
7 25 38 55 ,7.545,11.658
7 25 38 56 ,7.4925,10.2696
7 25 39 49 ,7.395,11.1207
7 25 39 55 ,7.385,10.7605
7 25 42 49 ,7.2775,10.7748
7 25 43 49 ,7.7,11.7344
7 25 43 50 ,7.73,10.2676
7 25 43 54 ,7.7025,10.308
7 25 43 55 ,7.69,11.0064
7 25 44 48 ,7.96,10.4853
7 25 44 49 ,7.6025,11.5879
7 25 44 50 ,7.6325,10.2652
7 25 44 54 ,7.605,10.4702
7 25 44 55 ,7.5925,11.1777
7 25 46 49 ,7.1075,10.5944
7 25 49 58 ,7.585,11.0364
7 25 51 57 ,7.76,10.5933
7 25 52 57 ,7.73,10.3501
7 25 55 58 ,7.575,10.3653
7 26 27 49 ,7.8525,11.1397
7 26 27 55 ,7.8425,10.6956
7 26 28 49 ,7.405,10.9561
7 26 28 55 ,7.395,10.3241
7 26 29 49 ,7.5475,10.9928
7 26 29 55 ,7.5375,10.5363
7 26 31 48 ,7.9525,10.2416
7 26 31 49 ,7.595,11.6257
7 26 31 50 ,7.625,10.2775
7 26 31 54 ,7.5975,10.2776
7 26 31 55 ,7.585,11.0936
7 26 32 48 ,7.9675,10.1322
7 26 32 49 ,7.61,11.3966
7 26 32 50 ,7.64,10.1471
7 26 32 54 ,7.6125,10.1675
7 26 32 55 ,7.6,10.9741
7 26 33 36 ,7.8375,11.1525
7 26 33 37 ,7.88,10.5994
7 26 33 39 ,7.97,10.4124
7 26 33 49 ,7.165,10.7029
7 26 33 55 ,7.155,10.2666
7 26 34 49 ,7.3425,10.5501
7 26 34 55 ,7.3325,10.2192
7 26 35 36 ,7.86,10.9948
7 26 35 37 ,7.9025,10.4193
7 26 35 39 ,7.9925,10.2175
7 26 35 49 ,7.1875,10.3823
7 26 35 55 ,7.1775,10.0356
7 26 36 37 ,7.6175,10.0685
7 26 36 38 ,7.8675,10.8404
7 26 36 44 ,7.915,10.3819
7 26 37 38 ,7.91,10.3688
7 26 38 49 ,7.195,10.2826
7 26 43 49 ,7.34,10.0484
7 26 49 51 ,7.7675,11.1815
7 26 49 52 ,7.7375,10.8856
7 26 51 55 ,7.7575,10.6323
7 26 52 55 ,7.7275,10.7523
7 27 28 49 ,7.7575,12.1498
7 27 28 50 ,7.7875,10.7714
7 27 28 53 ,7.72,10.1066
7 27 28 54 ,7.76,10.7314
7 27 28 55 ,7.7475,11.4922
7 27 28 56 ,7.695,10.2178
7 27 29 49 ,7.9,12.0575
7 27 29 50 ,7.93,10.8017
7 27 29 53 ,7.8625,10.1252
7 27 29 54 ,7.9025,10.7496
7 27 29 55 ,7.89,11.5524
7 27 29 56 ,7.8375,10.2236
7 27 31 49 ,7.9475,13.1342
7 27 31 50 ,7.9775,12.0169
7 27 31 53 ,7.91,11.1976
7 27 31 54 ,7.95,11.7734
7 27 31 55 ,7.9375,12.5825
7 27 31 56 ,7.885,11.3116
7 27 31 57 ,7.58,10.7706
7 27 32 49 ,7.9625,13.0248
7 27 32 50 ,7.9925,12.0064
7 27 32 53 ,7.925,11.219
7 27 32 54 ,7.965,11.7803
7 27 32 55 ,7.9525,12.5737
7 27 32 56 ,7.9,11.3327
7 27 32 57 ,7.595,10.7978
7 27 33 48 ,7.875,10.5677
7 27 33 49 ,7.5175,11.7815
7 27 33 50 ,7.5475,10.502
7 27 33 54 ,7.52,10.4807
7 27 33 55 ,7.5075,11.2941
7 27 34 49 ,7.695,11.5145
7 27 34 50 ,7.725,10.1411
7 27 34 54 ,7.6975,10.3236
7 27 34 55 ,7.685,11.1182
7 27 35 48 ,7.8975,10.1956
7 27 35 49 ,7.54,11.3854
7 27 35 50 ,7.57,10.1197
7 27 35 54 ,7.5425,10.1572
7 27 35 55 ,7.53,10.975
7 27 36 37 ,7.97,10.8475
7 27 36 42 ,7.9425,10.0675
7 27 36 49 ,7.255,10.9745
7 27 36 55 ,7.245,10.5511
7 27 37 49 ,7.2975,10.5511
7 27 37 55 ,7.2875,10.0347
7 27 38 48 ,7.905,10.1505
7 27 38 49 ,7.5475,11.3425
7 27 38 50 ,7.5775,10.0577
7 27 38 54 ,7.55,10.071
7 27 38 55 ,7.5375,10.8486
7 27 39 49 ,7.3875,10.56
7 27 39 55 ,7.3775,10.1266
7 27 42 49 ,7.27,10.4858
7 27 43 49 ,7.6925,11.3795
7 27 43 50 ,7.7225,10.2712
7 27 43 55 ,7.6825,10.576
7 27 44 49 ,7.595,10.8223
7 27 44 55 ,7.585,10.3295
7 27 46 49 ,7.1,10.2299
7 27 49 58 ,7.5775,10.5827
7 27 51 57 ,7.7525,10.0421
7 28 29 46 ,7.97,10.6525
7 28 29 48 ,7.81,10.5499
7 28 29 49 ,7.4525,11.9693
7 28 29 50 ,7.4825,10.2979
7 28 29 54 ,7.455,10.5545
7 28 29 55 ,7.4425,11.2954
7 28 31 45 ,7.8175,10.1679
7 28 31 48 ,7.8575,11.0996
7 28 31 49 ,7.5,12.6015
7 28 31 50 ,7.53,11.0538
7 28 31 53 ,7.4625,10.4228
7 28 31 54 ,7.5025,11.0846
7 28 31 55 ,7.49,11.8684
7 28 31 56 ,7.4375,10.5163
7 28 32 45 ,7.8325,10.0069
7 28 32 48 ,7.8725,10.9281
7 28 32 49 ,7.515,12.3278
7 28 32 50 ,7.545,10.8616
7 28 32 53 ,7.4775,10.2544
7 28 32 54 ,7.5175,10.9119
7 28 32 55 ,7.505,11.6908
7 28 32 56 ,7.4525,10.3493
7 28 33 36 ,7.7425,11.9189
7 28 33 37 ,7.785,11.3747
7 28 33 39 ,7.875,11.1057
7 28 33 42 ,7.7575,10.5477
7 28 33 46 ,7.5875,10.3215
7 28 33 48 ,7.4275,10.1951
7 28 33 49 ,7.07,11.6775
7 28 33 54 ,7.0725,10.265
7 28 33 55 ,7.06,11.0166
7 28 34 36 ,7.92,11.9754
7 28 34 37 ,7.9625,11.4472
7 28 34 42 ,7.935,10.4853
7 28 34 46 ,7.765,10.2516
7 28 34 48 ,7.605,10.1377
7 28 34 49 ,7.2475,11.5355
7 28 34 54 ,7.25,10.2482
7 28 34 55 ,7.2375,10.9703
7 28 35 36 ,7.765,11.72
7 28 35 37 ,7.8075,11.1531
7 28 35 39 ,7.8975,10.8677
7 28 35 42 ,7.78,10.2581
7 28 35 49 ,7.0925,11.3311
7 28 35 55 ,7.0825,10.7455
7 28 36 37 ,7.5225,10.8276
7 28 36 38 ,7.7725,11.6432
7 28 36 39 ,7.6125,10.437
7 28 36 43 ,7.9175,10.8258
7 28 36 44 ,7.82,11.0927
7 28 36 58 ,7.8025,10.2171
7 28 37 38 ,7.815,11.1767
7 28 37 43 ,7.96,10.3872
7 28 37 44 ,7.8625,10.6689
7 28 38 39 ,7.905,10.7123
7 28 38 42 ,7.7875,10.1585
7 28 38 49 ,7.1,11.3098
7 28 38 55 ,7.09,10.6395
7 28 39 44 ,7.9525,10.1999
7 28 41 49 ,7.5775,10.5329
7 28 43 49 ,7.245,11.0996
7 28 43 55 ,7.235,10.09
7 28 44 49 ,7.1475,10.7283
7 28 44 55 ,7.1375,10.0459
7 28 48 52 ,8,10.5775
7 28 49 51 ,7.6725,12.2826
7 28 49 52 ,7.6425,11.7492
7 28 49 58 ,7.13,10.4352
7 28 50 51 ,7.7025,10.428
7 28 50 52 ,7.6725,10.0734
7 28 51 53 ,7.635,10.1659
7 28 51 54 ,7.675,10.8238
7 28 51 55 ,7.6625,11.534
7 28 51 56 ,7.61,10.2017
7 28 52 53 ,7.605,10.0363
7 28 52 54 ,7.645,10.6195
7 28 52 55 ,7.6325,11.3715
7 29 31 45 ,7.96,10.2805
7 29 31 48 ,8,11.2138
7 29 31 49 ,7.6425,12.5863
7 29 31 50 ,7.6725,11.1665
7 29 31 53 ,7.605,10.5292
7 29 31 54 ,7.645,11.1853
7 29 31 55 ,7.6325,12.0041
7 29 31 56 ,7.58,10.6095
7 29 31 57 ,7.275,10.0773
7 29 32 45 ,7.975,10.1436
7 29 32 49 ,7.6575,12.3307
7 29 32 50 ,7.6875,10.9969
7 29 32 53 ,7.62,10.3844
7 29 32 54 ,7.66,11.0347
7 29 32 55 ,7.6475,11.8477
7 29 32 56 ,7.595,10.4656
7 29 33 36 ,7.885,12.0653
7 29 33 37 ,7.9275,11.5206
7 29 33 42 ,7.9,10.5733
7 29 33 46 ,7.73,10.3803
7 29 33 48 ,7.57,10.3145
7 29 33 49 ,7.2125,11.6568
7 29 33 50 ,7.2425,10.0869
7 29 33 54 ,7.215,10.3688
7 29 33 55 ,7.2025,11.1581
7 29 34 46 ,7.9075,10.2788
7 29 34 48 ,7.7475,10.2256
7 29 34 49 ,7.39,11.4859
7 29 34 54 ,7.3925,10.3202
7 29 34 55 ,7.38,11.0827
7 29 35 36 ,7.9075,11.8698
7 29 35 37 ,7.95,11.3028
7 29 35 42 ,7.9225,10.2856
7 29 35 46 ,7.7525,10.0593
7 29 35 49 ,7.235,11.3108
7 29 35 54 ,7.2375,10.1027
7 29 35 55 ,7.225,10.8916
7 29 36 37 ,7.665,10.9566
7 29 36 38 ,7.915,11.7306
7 29 36 39 ,7.755,10.602
7 29 36 44 ,7.9625,11.2652
7 29 36 58 ,7.945,10.2434
7 29 37 38 ,7.9575,11.2601
7 29 37 39 ,7.7975,10.037
7 29 38 42 ,7.93,10.1128
7 29 38 49 ,7.2425,11.2232
7 29 38 55 ,7.2325,10.7177
7 29 39 49 ,7.0825,10.2659
7 29 41 49 ,7.72,10.2981
7 29 43 49 ,7.3875,10.9498
7 29 43 55 ,7.3775,10.1058
7 29 44 49 ,7.29,10.7219
7 29 44 55 ,7.28,10.2179
7 29 49 51 ,7.815,12.1902
7 29 49 52 ,7.785,11.6988
7 29 49 58 ,7.2725,10.2682
7 29 50 51 ,7.845,10.458
7 29 50 52 ,7.815,10.1576
7 29 51 53 ,7.7775,10.1831
7 29 51 54 ,7.8175,10.8406
7 29 51 55 ,7.805,11.5929
7 29 51 56 ,7.7525,10.2061
7 29 52 53 ,7.7475,10.1072
7 29 52 54 ,7.7875,10.6872
7 29 52 55 ,7.775,11.4782
7 29 52 56 ,7.7225,10.036
7 30 33 57 ,7.795,10.3765
7 30 34 57 ,7.9725,10.1955
7 30 35 57 ,7.8175,10.1844
7 30 36 49 ,7.9,11.6098
7 30 36 50 ,7.93,11.0019
7 30 36 53 ,7.8625,10.297
7 30 36 54 ,7.9025,10.7864
7 30 36 55 ,7.89,11.5154
7 30 36 56 ,7.8375,10.2916
7 30 37 49 ,7.9425,11.1706
7 30 37 50 ,7.9725,10.6498
7 30 37 54 ,7.945,10.3023
7 30 37 55 ,7.9325,11.0038
7 30 39 53 ,7.995,10.1276
7 30 39 56 ,7.97,10.1347
7 30 40 49 ,7.905,10.3662
7 30 42 49 ,7.915,11.4682
7 30 42 50 ,7.945,10.7828
7 30 42 54 ,7.9175,10.3737
7 30 42 55 ,7.905,10.9956
7 30 42 56 ,7.8525,10.0183
7 30 45 49 ,7.545,10.0473
7 30 45 50 ,7.575,10.1552
7 30 46 49 ,7.745,10.6948
7 30 46 50 ,7.775,10.2594
7 30 46 55 ,7.735,10.2679
7 30 48 49 ,7.585,10.9285
7 30 48 50 ,7.615,10.628
7 30 48 55 ,7.575,10.5499
7 30 49 50 ,7.2575,11.5224
7 30 49 53 ,7.19,10.2834
7 30 49 54 ,7.23,10.7196
7 30 49 55 ,7.2175,11.3811
7 30 49 56 ,7.165,10.3031
7 30 50 54 ,7.26,10.2036
7 30 50 55 ,7.2475,10.8211
7 30 53 55 ,7.18,10.0244
7 30 54 55 ,7.22,10.4787
7 30 55 56 ,7.155,10.019
7 31 32 49 ,7.705,13.5185
7 31 32 50 ,7.735,12.3386
7 31 32 53 ,7.6675,11.588
7 31 32 54 ,7.7075,12.1822
